job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,salary_tier
AIJOB0293,AI Security Engineer,Security,Mid,4,PhD,168000.0,140000,260000,London,UK,Hybrid,Enterprise (5000+),Technology,red teaming | risk analysis | cybersecurity | sql,10.9,80,15.9,7.3,2026,2,0,1,0,Upper-Mid ($150-200k)
AIJOB0294,ML Engineer,AI Engineering,Mid,10,Master's,189000.0,120000,280000,Boston,USA,Fully Remote,Startup (1-50),Automotive,python | pytorch | machine learning operations | problem solving | statistics | cloud,17.0,97,31.8,6.4,2025,4,0,1,0,Upper-Mid ($150-200k)
AIJOB0295,Generative AI Engineer,AI Engineering,Senior,6,Master's,226000.0,150000,295000,Amsterdam,Netherlands,Fully Remote,SME (51-500),Education,python | diffusion models | generative ai api | deployment | large language models | fine-tuning | statistics | linux,14.3,95,86.2,6.8,2025,12,1,1,1,Senior ($200-300k)
AIJOB0296,AI Business Analyst,Business,Mid,5,Bachelor's,158000.0,95000,180000,New York,USA,Hybrid,Mid-size (501-5000),Finance,python | business analysis | sql | communication | linux | problem solving,13.2,78,26.6,6.8,2026,2,0,1,0,Upper-Mid ($150-200k)
AIJOB0297,Computer Vision Engineer,AI Engineering,Mid,6,Master's,270000.0,145000,280000,San Francisco,USA,Fully Remote,Enterprise (5000+),Research,image processing | python | cnns | cuda | research,3.2,87,18.3,7.8,2026,1,0,1,0,Senior ($200-300k)
AIJOB0298,AI Solutions Architect,Architecture,Entry,12,Associate's,180000.0,180000,320000,Remote,Global,Hybrid,SME (51-500),Consulting,cloud | machine learning | leadership | system design | git | sql | research,15.0,84,26.4,8.8,2025,8,0,1,0,Upper-Mid ($150-200k)
AIJOB0299,AI Solutions Architect,Architecture,Mid,6,PhD,310000.0,180000,320000,Austin,USA,Fully Remote,Enterprise (5000+),Research,python | machine learning | system design | cloud | agile,13.4,84,24.9,9.0,2025,6,0,1,0,Elite (>$300k)
AIJOB0300,Generative AI Engineer,AI Engineering,Senior,4,Bachelor's,354000.0,150000,295000,New York,USA,Hybrid,Big Tech (FAANG+),Automotive,large language models | python | fine-tuning | generative ai api | deployment | diffusion models | communication | linux | statistics,14.5,95,68.8,8.9,2026,3,1,1,1,Elite (>$300k)
AIJOB0301,Deep Learning Engineer,AI Engineering,Senior,9,PhD,229000.0,141000,270000,London,UK,Hybrid,Mid-size (501-5000),Finance,python | cuda | tensorflow | pytorch | neural networks | leadership | problem solving,6.7,89,25.6,9.4,2026,2,1,1,0,Senior ($200-300k)
AIJOB0302,Multimodal AI Engineer,AI Engineering,Senior,4,Bachelor's,304000.0,160000,300000,Seattle,USA,On-site,SME (51-500),Education,python | fine-tuning | api | vision-language models | linux,10.0,90,28.8,6.1,2026,3,1,0,0,Elite (>$300k)
AIJOB0303,Robotics Engineer (AI),Robotics,Senior,3,Bootcamp/Self-taught,211000.0,125000,240000,Austin,USA,Hybrid,Enterprise (5000+),Consulting,python | ros | control systems | computer vision | simulation | problem solving | statistics,11.3,76,19.8,8.6,2026,2,1,1,0,Senior ($200-300k)
AIJOB0304,AI Solutions Architect,Architecture,Mid,10,PhD,259000.0,180000,320000,Paris,France,Hybrid,Big Tech (FAANG+),Retail,python | machine learning | leadership | system design | statistics,9.7,84,28.1,8.7,2025,3,0,1,0,Senior ($200-300k)
AIJOB0305,AI Infrastructure Eng,Infrastructure,Mid,5,Bachelor's,151000.0,140000,270000,Austin,USA,On-site,SME (51-500),Research,distributed systems | cuda | storage | cloud | leadership,11.2,85,13.6,7.4,2026,1,0,0,0,Upper-Mid ($150-200k)
AIJOB0306,Robotics Engineer (AI),Robotics,Entry,5,Bootcamp/Self-taught,125000.0,125000,240000,Paris,France,Fully Remote,Startup (1-50),Energy,c++ | python | ros | simulation | control systems | computer vision | agile | linux,17.2,76,13.5,6.4,2026,1,0,1,0,Mid ($100-150k)
AIJOB0307,Senior Data Scientist,Data Science,Senior,8,Bachelor's,157000.0,157000,218000,Tokyo,Japan,Hybrid,Startup (1-50),Finance,causal inference | python | leadership | deep learning | machine learning | advanced statistics | communication | sql,6.1,90,21.8,6.3,2026,1,1,1,0,Upper-Mid ($150-200k)
AIJOB0308,AI Ethics Officer,Governance,Entry,10,PhD,138000.0,110000,210000,Toronto,Canada,Fully Remote,Big Tech (FAANG+),Education,communication | ethics frameworks | ai policy | risk assessment | statistics | agile,8.9,72,23.2,7.7,2026,2,0,1,0,Mid ($100-150k)
AIJOB0309,MLOps Engineer,ML Operations,Senior,7,Master's,312000.0,130000,260000,Chicago,USA,Fully Remote,Enterprise (5000+),Finance,kubernetes | cloud | docker | leadership | statistics,13.9,93,42.4,6.0,2026,2,1,1,0,Elite (>$300k)
AIJOB0310,Prompt Engineer,AI Engineering,Senior,2,Associate's,240000.0,90000,200000,Chicago,USA,Hybrid,Big Tech (FAANG+),Energy,llm api | natural language processing | python | testing | sql | agile,6.9,82,16.6,6.1,2025,5,1,1,1,Senior ($200-300k)
AIJOB0311,MLOps Engineer,ML Operations,Senior,8,Bootcamp/Self-taught,161000.0,130000,260000,Remote,Global,Hybrid,Startup (1-50),Research,python | cloud | docker | ci/cd | problem solving,12.8,93,46.8,7.0,2026,3,1,1,0,Upper-Mid ($150-200k)
AIJOB0312,Data Scientist,Data Science,Entry,2,PhD,149000.0,138000,195000,Singapore,Singapore,Hybrid,Big Tech (FAANG+),Retail,sql | scikit-learn | statistics | data visualization,7.5,92,84.7,6.2,2025,11,0,1,0,Mid ($100-150k)
AIJOB0313,Senior ML Engineer,AI Engineering,Mid,7,Bachelor's,183000.0,180000,312000,Dubai,UAE,Hybrid,SME (51-500),Energy,system design | distributed systems | llm fine-tuning | machine learning operations | pytorch | leadership,9.4,96,25.0,7.1,2026,2,0,1,0,Upper-Mid ($150-200k)
AIJOB0314,AI Product Manager,Product,Mid,10,Master's,161000.0,140000,260000,Chicago,USA,Fully Remote,Startup (1-50),Healthcare,data analysis | product strategy | ai literacy | git | problem solving,12.8,85,12.8,7.4,2026,3,0,1,0,Upper-Mid ($150-200k)
AIJOB0315,AI Security Engineer,Security,Senior,4,Bachelor's,175000.0,140000,260000,Toronto,Canada,On-site,SME (51-500),Healthcare,ml security | risk analysis | python | agile,17.8,80,15.6,8.9,2025,1,1,0,0,Upper-Mid ($150-200k)
AIJOB0316,AI Compliance Manager,Governance,Entry,3,Master's,117000.0,100000,200000,Remote,Global,Fully Remote,Enterprise (5000+),Finance,eu ai act | documentation | auditing | legal knowledge | sql | git,10.1,68,27.5,6.7,2025,2,0,1,0,Mid ($100-150k)
AIJOB0317,Senior Data Scientist,Data Science,Senior,8,PhD,239000.0,157000,218000,Berlin,Germany,Fully Remote,Big Tech (FAANG+),Healthcare,python | deep learning | leadership | communication | problem solving | agile,6.8,90,29.3,6.4,2025,9,1,1,0,Senior ($200-300k)
AIJOB0318,AI Infrastructure Eng,Infrastructure,Mid,3,Bootcamp/Self-taught,177000.0,140000,270000,Remote,Global,On-site,Mid-size (501-5000),Manufacturing,cuda | distributed systems | storage | cloud | communication | git,9.1,85,8.4,8.9,2026,3,0,0,0,Upper-Mid ($150-200k)
AIJOB0319,Generative AI Engineer,AI Engineering,Senior,4,Bootcamp/Self-taught,214000.0,150000,295000,New York,USA,Fully Remote,Startup (1-50),Education,large language models | fine-tuning | diffusion models | python | generative ai api | deployment | communication | git,11.7,95,15.9,8.6,2026,2,1,1,1,Senior ($200-300k)
AIJOB0320,AI Solutions Architect,Architecture,Entry,15,Master's,180000.0,180000,320000,Dubai,UAE,Hybrid,Startup (1-50),Automotive,enterprise architecture | cloud | system design | communication | statistics,17.9,84,8.1,9.2,2026,2,0,1,0,Upper-Mid ($150-200k)
AIJOB0321,AI Compliance Manager,Governance,Senior,9,Bootcamp/Self-taught,100000.0,100000,200000,Bangalore,India,Hybrid,Big Tech (FAANG+),Retail,auditing | documentation | eu ai act | risk management | git,10.3,68,28.6,6.1,2026,1,1,1,0,Entry (<$100k)
AIJOB0322,AI Ethics Officer,Governance,Senior,6,Associate's,247000.0,110000,210000,San Francisco,USA,Hybrid,SME (51-500),Consulting,research | ai policy | communication | risk assessment | agile,13.0,72,18.6,9.1,2026,1,1,1,0,Senior ($200-300k)
AIJOB0323,AI Compliance Manager,Governance,Entry,9,Bootcamp/Self-taught,124000.0,100000,200000,New York,USA,On-site,Enterprise (5000+),Government,legal knowledge | eu ai act | auditing | documentation | agile | linux | research,15.2,68,17.2,6.4,2026,3,0,0,0,Mid ($100-150k)
AIJOB0324,Robotics Engineer (AI),Robotics,Senior,5,Bootcamp/Self-taught,247000.0,125000,240000,Tokyo,Japan,On-site,Big Tech (FAANG+),Manufacturing,computer vision | c++ | simulation | cloud | statistics | agile,13.9,76,8.2,7.4,2026,3,1,0,0,Senior ($200-300k)
AIJOB0325,AI Engineer,AI Engineering,Entry,4,Bootcamp/Self-taught,100000.0,100000,250000,Toronto,Canada,Hybrid,Enterprise (5000+),Consulting,cloud (aws/gcp/azure) | python | docker | pytorch | communication,8.8,95,65.2,9.3,2025,3,0,1,0,Entry (<$100k)
AIJOB0326,AI Engineer,AI Engineering,Entry,5,Bootcamp/Self-taught,100000.0,100000,250000,Tokyo,Japan,Hybrid,Mid-size (501-5000),Energy,docker | pytorch | llm integration | python | cloud (aws/gcp/azure) | sql | statistics | cloud,13.7,95,74.0,6.4,2026,2,0,1,0,Entry (<$100k)
AIJOB0327,AI Ethics Officer,Governance,Mid,10,Associate's,110000.0,110000,210000,Dubai,UAE,On-site,Mid-size (501-5000),Retail,communication | ai policy | ethics frameworks | agile,18.0,72,15.1,6.9,2026,1,0,0,0,Mid ($100-150k)
AIJOB0328,AI Infrastructure Eng,Infrastructure,Senior,9,PhD,140000.0,140000,270000,Bangalore,India,Hybrid,Startup (1-50),Automotive,distributed systems | kubernetes | cuda | cloud | storage | networking | leadership | statistics,10.5,85,17.9,8.6,2026,1,1,1,0,Mid ($100-150k)
AIJOB0329,AI Agent Developer,AI Engineering,Senior,7,Master's,280000.0,155000,290000,Dubai,UAE,On-site,SME (51-500),Automotive,autogen | planning systems | tool use | api | python | langchain | research | linux,14.9,96,36.9,7.7,2025,2,1,0,1,Senior ($200-300k)
AIJOB0330,AI Agent Developer,AI Engineering,Senior,4,PhD,348000.0,155000,290000,Los Angeles,USA,Fully Remote,Enterprise (5000+),Automotive,tool use | langchain | python | api | sql,11.1,96,50.4,9.8,2026,1,1,1,1,Elite (>$300k)
AIJOB0331,Deep Learning Engineer,AI Engineering,Mid,7,Bachelor's,168000.0,141000,270000,Chicago,USA,Hybrid,Mid-size (501-5000),Manufacturing,cuda | python | neural networks | gpu computing | git,9.1,89,27.5,7.5,2025,11,0,1,0,Upper-Mid ($150-200k)
AIJOB0332,Senior ML Engineer,AI Engineering,Mid,6,Bachelor's,180000.0,180000,312000,Sydney,Australia,Fully Remote,SME (51-500),Research,machine learning operations | python | pytorch | system design | llm fine-tuning | statistics | cloud,17.4,96,30.9,6.4,2025,5,0,1,0,Upper-Mid ($150-200k)
AIJOB0333,AI Solutions Architect,Architecture,Entry,7,Bootcamp/Self-taught,180000.0,180000,320000,Amsterdam,Netherlands,Fully Remote,Mid-size (501-5000),Education,leadership | python | enterprise architecture | machine learning | system design | linux | statistics,16.2,84,5.5,9.7,2026,3,0,1,0,Upper-Mid ($150-200k)
AIJOB0334,Multimodal AI Engineer,AI Engineering,Senior,8,Associate's,248000.0,160000,300000,New York,USA,Hybrid,SME (51-500),Retail,pytorch | python | fine-tuning | api | vision-language models | sql | cloud,17.4,90,23.9,7.1,2026,1,1,1,0,Senior ($200-300k)
AIJOB0335,AI Solutions Architect,Architecture,Entry,13,PhD,199000.0,180000,320000,Toronto,Canada,On-site,Enterprise (5000+),Media,enterprise architecture | python | machine learning | leadership | cloud | system design | agile,12.2,84,23.2,8.1,2025,12,0,0,0,Upper-Mid ($150-200k)
AIJOB0336,AI Engineer,AI Engineering,Senior,3,Master's,243000.0,100000,250000,New York,USA,Fully Remote,SME (51-500),Media,cloud (aws/gcp/azure) | docker | pytorch | python | llm integration | communication,15.7,95,62.4,6.5,2026,2,1,1,0,Senior ($200-300k)
AIJOB0337,AI Product Manager,Product,Mid,8,PhD,199000.0,140000,260000,Zurich,Switzerland,Fully Remote,Enterprise (5000+),Government,stakeholder management | ai literacy | product strategy | agile | linux | cloud,16.8,85,10.6,9.6,2026,3,0,1,0,Upper-Mid ($150-200k)
AIJOB0338,RAG Engineer,AI Engineering,Senior,3,Master's,216000.0,145000,280000,London,UK,On-site,Startup (1-50),Manufacturing,embeddings | search systems | langchain | agile | linux | git,7.0,94,16.0,8.0,2026,2,1,0,1,Senior ($200-300k)
AIJOB0339,Multimodal AI Engineer,AI Engineering,Mid,9,Master's,183000.0,160000,300000,Remote,Global,Fully Remote,Startup (1-50),Retail,pytorch | api | vision-language models | python | communication | problem solving,9.9,90,9.5,9.0,2025,5,0,1,0,Upper-Mid ($150-200k)
AIJOB0340,NLP Engineer,AI Engineering,Mid,10,PhD,145000.0,145000,290000,Beijing,China,Hybrid,Enterprise (5000+),Research,python | large language models | transformers | cloud | communication,6.0,91,58.6,6.3,2026,1,0,1,0,Mid ($100-150k)
AIJOB0341,AI Product Manager,Product,Senior,10,Associate's,204000.0,140000,260000,London,UK,On-site,Enterprise (5000+),Media,product strategy | data analysis | ai literacy | stakeholder management | agile | statistics | linux,9.8,85,9.2,7.9,2025,8,1,0,0,Senior ($200-300k)
AIJOB0342,Senior Data Scientist,Data Science,Senior,10,Master's,261600.0,157000,218000,Seattle,USA,Hybrid,Mid-size (501-5000),Retail,advanced statistics | machine learning | causal inference | statistics | cloud | agile,8.3,90,11.6,7.2,2026,2,1,1,0,Senior ($200-300k)
AIJOB0343,Generative AI Engineer,AI Engineering,Senior,2,Bachelor's,273000.0,150000,295000,Remote,Global,On-site,SME (51-500),Government,generative ai api | python | diffusion models | deployment | research,17.0,95,51.1,7.7,2026,3,1,0,1,Senior ($200-300k)
AIJOB0344,AI Ethics Officer,Governance,Entry,5,Master's,111000.0,110000,210000,Zurich,Switzerland,Fully Remote,Enterprise (5000+),Energy,ethics frameworks | risk assessment | ai policy | leadership | agile | communication,8.0,72,24.2,6.7,2026,1,0,1,0,Mid ($100-150k)
AIJOB0345,AI Compliance Manager,Governance,Senior,4,Bachelor's,144000.0,100000,200000,Remote,Global,Fully Remote,Startup (1-50),Education,documentation | eu ai act | risk management | legal knowledge | git,14.6,68,16.4,9.6,2026,1,1,1,0,Mid ($100-150k)
AIJOB0346,AI Product Manager,Product,Senior,9,PhD,312000.0,140000,260000,New York,USA,Fully Remote,Big Tech (FAANG+),Media,ai literacy | data analysis | product strategy | agile | stakeholder management | git,11.8,85,15.0,6.7,2026,2,1,1,0,Elite (>$300k)
AIJOB0347,Senior ML Engineer,AI Engineering,Mid,9,Bootcamp/Self-taught,269000.0,180000,312000,San Francisco,USA,On-site,SME (51-500),Consulting,python | system design | machine learning operations | pytorch | agile | linux | statistics,11.7,96,29.6,7.7,2025,5,0,0,0,Senior ($200-300k)
AIJOB0348,AI Business Analyst,Business,Entry,6,Bootcamp/Self-taught,95000.0,95000,180000,Beijing,China,Fully Remote,Enterprise (5000+),Manufacturing,data visualization | communication | sql | leadership,14.8,78,21.2,8.7,2026,3,0,1,0,Entry (<$100k)
AIJOB0349,AI Agent Developer,AI Engineering,Senior,5,Bootcamp/Self-taught,171000.0,155000,290000,Dubai,UAE,On-site,Startup (1-50),Media,langchain | api | autogen | python | planning systems | problem solving | sql,8.5,96,22.9,7.6,2025,11,1,0,1,Upper-Mid ($150-200k)
AIJOB0350,Generative AI Engineer,AI Engineering,Senior,8,PhD,150000.0,150000,295000,Bangalore,India,On-site,Mid-size (501-5000),Technology,python | diffusion models | generative ai api | cloud,16.8,95,36.7,8.2,2026,3,1,0,1,Mid ($100-150k)
AIJOB0351,AI Solutions Architect,Architecture,Senior,7,Master's,180000.0,180000,320000,Beijing,China,On-site,Mid-size (501-5000),Finance,enterprise architecture | system design | python | machine learning | leadership | cloud,14.6,84,16.5,7.5,2026,3,1,0,0,Upper-Mid ($150-200k)
AIJOB0352,RAG Engineer,AI Engineering,Senior,2,Bootcamp/Self-taught,250000.0,145000,280000,Remote,Global,On-site,Mid-size (501-5000),Technology,vector databases | python | langchain | search systems | communication,7.5,94,62.4,7.7,2026,3,1,0,1,Senior ($200-300k)
AIJOB0353,Deep Learning Engineer,AI Engineering,Senior,3,Master's,324000.0,141000,270000,Seattle,USA,Hybrid,Mid-size (501-5000),Education,pytorch | cuda | neural networks | research | sql,4.4,89,19.2,9.2,2025,1,1,1,0,Elite (>$300k)
AIJOB0354,Data Scientist,Data Science,Senior,6,Associate's,186000.0,138000,195000,Amsterdam,Netherlands,On-site,Enterprise (5000+),Media,python | scikit-learn | data visualization | statistics | sql,7.0,92,55.4,7.0,2026,2,1,0,0,Upper-Mid ($150-200k)
AIJOB0355,Data Scientist,Data Science,Senior,2,Bootcamp/Self-taught,234000.0,138000,195000,Remote,Global,Hybrid,Big Tech (FAANG+),Automotive,sql | statistics | scikit-learn | data visualization | communication | leadership,7.8,92,82.3,9.2,2026,2,1,1,0,Senior ($200-300k)
AIJOB0356,Senior Data Scientist,Data Science,Senior,7,PhD,261600.0,157000,218000,Paris,France,Hybrid,Enterprise (5000+),Healthcare,causal inference | python | machine learning | deep learning | communication,3.7,90,15.4,9.8,2025,4,1,1,0,Senior ($200-300k)
AIJOB0357,Robotics Engineer (AI),Robotics,Senior,5,PhD,234000.0,125000,240000,New York,USA,Hybrid,Startup (1-50),Finance,control systems | ros | simulation | python | git | communication,12.9,76,29.8,9.0,2026,3,1,1,0,Senior ($200-300k)
AIJOB0358,Computer Vision Engineer,AI Engineering,Entry,10,Bachelor's,213000.0,145000,280000,Austin,USA,Fully Remote,Big Tech (FAANG+),Automotive,python | cuda | image processing | pytorch | cnns | opencv | git,4.1,87,12.3,7.7,2026,3,0,1,0,Senior ($200-300k)
AIJOB0359,Data Scientist,Data Science,Senior,3,Master's,192000.0,138000,195000,Austin,USA,Fully Remote,Mid-size (501-5000),Manufacturing,scikit-learn | python | statistics | ml algorithms | sql | data visualization | linux | git | agile,5.9,92,60.9,6.9,2026,3,1,1,0,Upper-Mid ($150-200k)
AIJOB0360,Prompt Engineer,AI Engineering,Senior,4,Bootcamp/Self-taught,161000.0,90000,200000,London,UK,Hybrid,SME (51-500),Manufacturing,prompt design | natural language processing | llm api | documentation | python | statistics,8.4,82,15.9,7.5,2025,11,1,1,1,Upper-Mid ($150-200k)
AIJOB0361,Senior Data Scientist,Data Science,Senior,9,Bootcamp/Self-taught,157000.0,157000,218000,Bangalore,India,Hybrid,Startup (1-50),Media,causal inference | python | leadership | machine learning | deep learning | cloud | research | communication,7.3,90,16.1,7.3,2026,3,1,1,0,Upper-Mid ($150-200k)
AIJOB0362,LLM Engineer,AI Engineering,Entry,5,Bachelor's,178000.0,160000,300000,Los Angeles,USA,Hybrid,Mid-size (501-5000),Media,prompt engineering | vector databases | fine-tuning | python | leadership,5.4,98,61.4,6.1,2026,3,0,1,1,Upper-Mid ($150-200k)
AIJOB0363,AI Business Analyst,Business,Senior,2,Bootcamp/Self-taught,114000.0,95000,180000,Berlin,Germany,Hybrid,SME (51-500),Education,sql | business analysis | python | data visualization | communication | git,15.4,78,16.3,9.7,2026,3,1,1,0,Mid ($100-150k)
AIJOB0364,AI Business Analyst,Business,Mid,7,PhD,147000.0,95000,180000,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Media,communication | python | business analysis | data visualization | sql | statistics,16.2,78,14.0,6.4,2026,2,0,1,0,Mid ($100-150k)
AIJOB0365,Senior ML Engineer,AI Engineering,Senior,12,Master's,360000.0,180000,312000,Seattle,USA,Hybrid,Startup (1-50),Retail,system design | llm fine-tuning | machine learning operations | leadership | problem solving | cloud,14.4,96,87.7,8.6,2026,3,1,1,0,Elite (>$300k)
AIJOB0366,Prompt Engineer,AI Engineering,Mid,2,Bootcamp/Self-taught,116000.0,90000,200000,Chicago,USA,Hybrid,SME (51-500),Media,documentation | llm api | natural language processing | sql | linux,9.7,82,20.0,7.6,2025,10,0,1,1,Mid ($100-150k)
AIJOB0367,MLOps Engineer,ML Operations,Mid,5,Bachelor's,261000.0,130000,260000,New York,USA,On-site,Big Tech (FAANG+),Retail,docker | ci/cd | python | kubernetes | mlflow | cloud | sql | agile,16.2,93,50.7,6.5,2025,1,0,0,0,Senior ($200-300k)
AIJOB0368,Prompt Engineer,AI Engineering,Senior,3,Associate's,206000.0,90000,200000,Remote,Global,Fully Remote,Big Tech (FAANG+),Finance,natural language processing | testing | llm api | prompt design | documentation | python | research | linux | statistics,7.7,82,15.2,6.9,2025,9,1,1,1,Senior ($200-300k)
AIJOB0369,ML Engineer,AI Engineering,Entry,7,Master's,147000.0,120000,280000,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Media,sql | kubernetes | python | problem solving,8.5,97,56.6,6.7,2026,1,0,1,0,Mid ($100-150k)
AIJOB0370,Data Scientist,Data Science,Entry,3,PhD,138000.0,138000,195000,Tokyo,Japan,On-site,SME (51-500),Government,python | data visualization | sql | statistics | ml algorithms | scikit-learn,3.2,92,53.5,7.5,2025,2,0,0,0,Mid ($100-150k)
AIJOB0371,Robotics Engineer (AI),Robotics,Mid,4,Master's,160000.0,125000,240000,Chicago,USA,On-site,Mid-size (501-5000),Research,c++ | computer vision | python | ros | statistics | linux | sql,11.9,76,13.0,7.6,2025,7,0,0,0,Upper-Mid ($150-200k)
AIJOB0372,Data Scientist,Data Science,Mid,5,Associate's,145000.0,138000,195000,New York,USA,Hybrid,SME (51-500),Technology,python | sql | ml algorithms | statistics | data visualization | scikit-learn | research,4.6,92,79.7,7.0,2026,3,0,1,0,Mid ($100-150k)
AIJOB0373,Data Scientist,Data Science,Mid,5,PhD,201000.0,138000,195000,London,UK,Fully Remote,Big Tech (FAANG+),Media,ml algorithms | data visualization | statistics,8.5,92,54.2,7.6,2026,2,0,1,0,Senior ($200-300k)
AIJOB0374,ML Engineer,AI Engineering,Senior,10,Master's,317000.0,120000,280000,San Francisco,USA,Fully Remote,Enterprise (5000+),Healthcare,kubernetes | tensorflow | machine learning operations | pytorch | python | leadership | agile | sql,13.6,97,36.9,7.5,2025,3,1,1,0,Elite (>$300k)
AIJOB0375,Generative AI Engineer,AI Engineering,Senior,8,Master's,271000.0,150000,295000,Tokyo,Japan,On-site,Mid-size (501-5000),Manufacturing,deployment | fine-tuning | large language models | diffusion models | generative ai api | communication | statistics,17.6,95,39.0,9.5,2025,1,1,0,1,Senior ($200-300k)
AIJOB0376,RAG Engineer,AI Engineering,Entry,7,Master's,145000.0,145000,280000,Remote,Global,Fully Remote,Startup (1-50),Government,embeddings | search systems | python | large language models | langchain | vector databases | research | git | statistics,5.5,94,27.9,8.9,2026,1,0,1,1,Mid ($100-150k)
AIJOB0377,Data Scientist,Data Science,Mid,7,Bootcamp/Self-taught,138000.0,138000,195000,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Consulting,sql | ml algorithms | statistics | problem solving,8.0,92,32.1,7.9,2025,5,0,1,0,Mid ($100-150k)
AIJOB0378,AI Ethics Officer,Governance,Entry,10,Master's,110000.0,110000,210000,Beijing,China,On-site,SME (51-500),Energy,ethics frameworks | communication | ai policy | linux | git,8.7,72,11.5,8.2,2025,9,0,0,0,Mid ($100-150k)
AIJOB0379,Generative AI Engineer,AI Engineering,Entry,7,Associate's,150000.0,150000,295000,Berlin,Germany,Hybrid,SME (51-500),Education,python | diffusion models | deployment | generative ai api | fine-tuning | large language models | git | leadership,13.2,95,18.2,8.7,2025,7,0,1,1,Mid ($100-150k)
AIJOB0380,Robotics Engineer (AI),Robotics,Entry,4,Bootcamp/Self-taught,125000.0,125000,240000,Zurich,Switzerland,On-site,Mid-size (501-5000),Automotive,simulation | python | computer vision | communication,11.1,76,20.6,6.4,2026,1,0,0,0,Mid ($100-150k)
AIJOB0381,AI Business Analyst,Business,Mid,4,Bachelor's,99000.0,95000,180000,Toronto,Canada,Hybrid,Mid-size (501-5000),Consulting,business analysis | python | sql | problem solving | research | git,9.2,78,29.4,9.5,2025,12,0,1,0,Entry (<$100k)
AIJOB0382,Senior ML Engineer,AI Engineering,Senior,11,Bachelor's,292000.0,180000,312000,Austin,USA,Hybrid,Startup (1-50),Finance,python | distributed systems | llm fine-tuning | cloud | problem solving,12.1,96,78.1,9.0,2026,2,1,1,0,Senior ($200-300k)
AIJOB0383,LLM Engineer,AI Engineering,Entry,7,PhD,201000.0,160000,300000,Zurich,Switzerland,Hybrid,Enterprise (5000+),Technology,retrieval augmented generation | prompt engineering | fine-tuning | communication | git | leadership,3.5,98,72.6,6.7,2026,3,0,1,1,Senior ($200-300k)
AIJOB0384,AI Security Engineer,Security,Senior,10,Bootcamp/Self-taught,201000.0,140000,260000,Berlin,Germany,Hybrid,Mid-size (501-5000),Retail,ml security | risk analysis | cybersecurity | linux,13.1,80,21.3,7.4,2026,3,1,1,0,Senior ($200-300k)
AIJOB0385,AI Compliance Manager,Governance,Senior,7,PhD,240000.0,100000,200000,Austin,USA,On-site,SME (51-500),Manufacturing,eu ai act | risk management | auditing | documentation | leadership | sql | cloud,10.0,68,27.7,9.0,2025,11,1,0,0,Senior ($200-300k)
AIJOB0386,AI Ethics Officer,Governance,Senior,9,Associate's,204000.0,110000,210000,Zurich,Switzerland,Fully Remote,Big Tech (FAANG+),Automotive,ethics frameworks | communication | risk assessment | ai policy | research | sql,14.4,72,22.3,7.8,2025,8,1,1,0,Senior ($200-300k)
AIJOB0387,Generative AI Engineer,AI Engineering,Mid,2,Bootcamp/Self-taught,150000.0,150000,295000,Toronto,Canada,On-site,Enterprise (5000+),Education,python | deployment | fine-tuning | large language models | diffusion models | agile,13.9,95,70.9,6.2,2025,4,0,0,1,Mid ($100-150k)
AIJOB0388,MLOps Engineer,ML Operations,Senior,7,Master's,203000.0,130000,260000,Chicago,USA,On-site,SME (51-500),Consulting,kubernetes | cloud | python | monitoring | git | sql,14.5,93,79.6,7.3,2025,8,1,0,0,Senior ($200-300k)
AIJOB0389,NLP Engineer,AI Engineering,Mid,9,Associate's,167000.0,145000,290000,Singapore,Singapore,Hybrid,Mid-size (501-5000),Media,python | transformers | hugging face | communication,5.6,91,58.8,9.7,2025,1,0,1,0,Upper-Mid ($150-200k)
AIJOB0390,AI Compliance Manager,Governance,Mid,5,Associate's,100000.0,100000,200000,Beijing,China,Fully Remote,Big Tech (FAANG+),Energy,risk management | eu ai act | documentation | auditing | leadership,10.1,68,7.0,7.8,2026,1,0,1,0,Entry (<$100k)
AIJOB0391,AI Research Scientist,Research,Senior,6,Bootcamp/Self-taught,190000.0,115000,280000,Dubai,UAE,Fully Remote,Enterprise (5000+),Consulting,publishing | research | deep learning | mathematics | pytorch | agile | cloud,13.8,88,5.9,6.8,2025,4,1,1,0,Upper-Mid ($150-200k)
AIJOB0392,LLM Engineer,AI Engineering,Senior,8,Bootcamp/Self-taught,330000.0,160000,300000,Los Angeles,USA,On-site,Mid-size (501-5000),Manufacturing,fine-tuning | prompt engineering | python | retrieval augmented generation | vector databases | research | leadership,3.3,98,52.4,7.3,2026,2,1,0,1,Elite (>$300k)
AIJOB0393,Prompt Engineer,AI Engineering,Senior,2,PhD,189000.0,90000,200000,Singapore,Singapore,Fully Remote,Enterprise (5000+),Retail,llm api | python | prompt design | documentation | natural language processing | testing | leadership | problem solving | git,3.7,82,6.8,6.1,2025,4,1,1,1,Upper-Mid ($150-200k)
